SURVEY,CASE,YOB,age,HHINC,FAML1,IEXP,GEN,PINT1,PINT2,PINT3,WINT1,WINT2,WINT3,MINT1,MINT2,MINT3,RINT1,RINT2,RINT3,UATT1,UATT2,UATT3,UATT4,UATT5,TRST1,TRST2,TRST3,TRST4,PRSK1,PRSK2,PRSK3,PRSK4,ASEC1,ASEC2,ASEC3,ASEC4,NSEC1,NSEC2,NSEC3,CSEC1,CSEC2,CSEC3,CSEC4,PSEC1,PSEC2,PSEC3,PSEC4,DSEC1,DSEC2,DSEC3,PREP1,PREP2,PREP3,PREP4,PSZE1,PSZE2,PSZE3,PEOU1,PEOU2,PEOU3,PUSE1,PUSE2,PUSE3,PINV1,PINV2,PINV3,PTPS1,PTPS2,PTPS3,GPSS1,GPSS2,GPSS3,PPSS1,PPSS2,PPSS3,PINN1,PINN2,PINN3,SEFF1,SEFF2,SEFF3,PIPC1,PIPC2,PIPC3,PSEC_FS,ASEC_FS,NSEC_FS,PINN_FS,PINT_FS,PINV_FS,PIPC_FS,PPSS_FS,PREP_FS,PEOU_PS,PUSE_FS,RISK_FS,SEC_FS,SEFF_FS,TRUST_FS,UATT_FS,SECPUSE,SECPREP,SECRISK,SECTRUST,SECPEOU,SECUATT,SEFFPPSS,SEFFPREP,SEFFPINV,SEFFSEC,PINNPPSS,PINNPREP,PINNPINV,PINNSEC,PIPCPPSS,PIPCPREP,PIPCPINV,PIPCSEC,PREPTRUST,fs_FAML,fs_INN,fs_IPC,fs_PINV,fs_PPSS,fs_REP,fs_ASEC,fs_CSEC,fs_DSEC,fs_NSEC,fs_PSEC,fs_SEC,fs_TRUST,fs_PINT,fs_RINT,fs_WOM,ms_ASEC,ms_CSEC,ms_DSEC,ms_NSEC,ms_PSEC
2,151,1986,21,70000,6,5,1,6,6,7,5,5,7,1,1,4,5,5,6,5,5,6,4,6,4,4,7,7,1,1,1,1,5,5,4,6,7,4,7,4,5,4,4,4,5,5,5,7,5,5,7,7,7,4,7,7,7,5,5,5,2,6,6,6,6,4,4,4,4,6,6,6,6,3,5,5,4,6,7,7,7,5,2,2,-0.351648014,-0.43905567,0.721029123,0.3718,0.6215,-0.1972,-2.1916,-0.4277,0.3552,-1.060037363,0.075650499,-0.9806,-0.3124,1.1785,0.2882,-0.3464,-0.682429509,-0.485928179,0.747403066,-0.780301707,-1.601079212,-0.828758049,-0.824492644,0.351051981,-0.593304846,-0.745787534,-0.918524015,-0.074556456,-0.492436868,-0.586998979,-0.825112747,-1.323891798,-0.397190621,-0.105592284,-0.198594523,0.196,0.3623,-2.4774,-0.2184,-0.5828,0.6878,-0.4097,-0.9237,0.3214,0.6885,-0.3262,-0.1985,0.3912,0.6133,-0.3228,-0.0047,5.0000,4.2500,5.6667,6.0000,4.7500
2,155,1964,43,45000,5,5,1,5,5,5,4,4,6,4,4,4,7,7,7,5,5,4,4,5,5,6,6,6,3,3,2,2,4,4,5,5,4,4,5,2,5,5,4,5,5,5,5,5,5,5,7,7,7,4,7,5,5,5,5,5,3,5,5,5,5,5,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,-0.086010654,-0.957096864,-0.412705928,-0.2835,-0.2008,-0.5379,-0.2378,-0.7002,0.3552,-1.060037363,-0.75583928,0.1028,-0.6243,-0.6241,0.2292,-0.7861,-0.752142301,-0.641910312,0.500125669,-0.935448303,-1.233766564,-0.768530713,-0.602890177,-0.3969838,-0.186057261,-0.206142326,-0.739607693,-0.231769493,-0.321192861,-0.292602276,-0.855701101,-0.276420164,-0.408605593,-0.330961659,-0.230476754,-0.4709,-0.3287,-0.3225,-0.5764,-0.8883,0.6878,-0.8345,-1.0096,-0.2224,-0.4557,-0.1669,-0.6073,0.2999,-0.2024,0.7253,-0.738,4.5000,4.0000,5.0000,4.3333,5.0000
2,156,1975,32,30000,5,5,1,4,4,5,5,5,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,6,6,6,5,5,4,5,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5,3,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,-0.153925811,0.161643031,-0.238741399,-0.0781,-0.5923,-0.7723,-0.889,-1.1112,-0.7871,-1.357456095,-0.162211401,0.6778,-0.0143,-0.0232,-1.0804,-1.2851,-0.724568797,-1.309161238,0.45922204,-0.977864837,-2.309376259,-1.376036316,-1.090863243,-0.744844377,-0.572903662,-0.385079824,-1.139680776,-0.575585428,-0.512829455,-0.36137985,-0.571272044,-0.062387616,-0.039000502,-0.469824048,-0.565838547,-0.4709,-0.0995,-1.0408,-0.809,-1.3003,-0.9321,0.1526,-0.9342,-0.7815,-0.2329,-0.1669,-0.4758,-1.1898,-0.5998,-3.1546,-0.5202,5.7500,4.2500,4.3333,4.6667,5.0000
2,157,1960,47,34999,6,7,2,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,7,7,7,7,5,7,7,7,7,7,7,7,4,6,6,4,6,6,5,5,2,6,6,1.401008065,1.110530155,1.415509274,0.6164,1.013,0.6124,0.4135,0.2667,0.3552,0.730204588,0.907140278,-0.9806,1.4589,0.1898,1.1371,1.0952,1.582514163,0.39990431,-1.350286163,1.692886019,1.100611938,1.896729346,-0.132080485,-0.059234814,0.018418704,0.307944931,-0.117329075,-0.015874464,0.211876932,0.775210974,-0.053496033,0.072754918,0.146499415,0.661743342,0.260131345,0.196,0.595,0.3959,0.6049,0.1978,0.6878,1.1622,1.4001,1.4397,1.4156,1.3874,1.5442,1.1023,1.0107,-1.2147,0.9464,7.0000,7.0000,7.0000,7.0000,7.0000
2,159,1972,35,64000,7,4,1,6,7,7,7,6,6,1,1,1,7,7,7,7,6,7,7,7,4,6,6,7,4,4,5,4,5,4,7,6,5,4,6,1,7,7,4,5,6,7,7,4,3,6,7,6,7,5,7,7,7,6,7,7,1,7,7,6,7,7,5,6,7,7,7,7,7,7,5,7,7,7,5,6,6,7,7,7,0.893263125,-0.197143551,0.131917999,1.5984,0.8247,0.8028,1.0648,0.827,0.2885,0.432785856,0.907140278,1.4844,0.3273,0.3646,0.2843,0.9275,0.28254074,-0.245571333,0.928755928,-0.42294727,-0.051418372,0.237264265,0.525382733,-0.047435498,0.265964274,-0.14448493,1.413204801,0.084941521,1.089987391,0.061680359,1.340116508,0.324494648,0.925606089,0.306561839,-0.269987611,0.863,1.646,1.1142,0.7768,0.7793,0.3952,-0.0392,-0.166,-0.7301,0.005,0.8513,0.0726,0.544,0.8199,0.7253,0.462,5.5000,4.7500,4.3333,5.0000,6.2500
2,160,1937,70,60000,7,6,1,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,6,6,7,7,4,4,4,7,7,7,6,6,6,6,4,5,0,6,7,7,7,6,4,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,4,6,4,5,5,4,7,7,0.324520459,0.646236055,-0.613876611,0.861,1.013,1.0811,1.0648,0.5609,0.6887,0.730204588,0.907140278,0.5283,0.4283,-0.2363,1.1371,1.0952,0.398568767,0.315976932,0.59729841,0.238464571,0.469286612,0.521402096,-0.259071129,-0.132763782,-0.197662697,-0.381992655,0.401397128,0.470762909,0.902268279,0.003548873,0.90289283,0.909106766,1.295081771,0.434161611,0.890968238,0.863,0.8277,1.1142,1.07,0.6295,0.6878,0.762,1.2191,0.0982,-0.6936,0.2274,0.4555,1.1023,1.0107,0.7253,0.9464,6.5000,6.7500,3.6667,4.0000,5.5000
2,161,1981,26,2000,6,6,2,4,3,2,7,6,7,2,6,6,4,4,4,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,1.401008065,1.110530155,1.415509274,1.5984,-1.4418,1.0811,0.5067,0.9719,0.8555,0.730204588,0.907140278,-0.9806,1.4589,1.1785,1.1371,1.0952,1.582514163,1.562796379,-1.350286163,1.692886019,1.100611938,1.896729346,1.707870604,1.213830381,1.363851594,1.82347693,1.745322226,1.230635631,1.629899542,2.107886931,0.779316885,0.574342079,0.582488591,0.815494191,1.206481263,0.196,1.646,0.5267,1.07,1.0415,0.6878,1.1622,1.4001,1.4397,1.4156,1.3874,1.5442,1.1023,-1.4339,-1.2147,0.7198,7.0000,7.0000,7.0000,7.0000,7.0000
2,162,1944,63,150000,5,5,1,2,2,3,4,4,4,1,1,1,6,6,6,5,5,4,4,3,3,4,4,5,2,3,2,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,6,5,4,5,5,6,6,5,6,6,2,6,5,4,4,4,4,3,3,3,3,3,6,6,6,2,2,2,6,6,6,5,6,6,-0.704639981,-0.456870698,0.009938952,-1.538,-1.8061,-1.3475,0.4135,0.2776,-0.847,-0.462335119,-0.22272831,0.6193,-0.582,0.5776,-1.0253,-1.0734,-0.770097996,-0.961567036,0.217222128,-0.536727097,-0.904984005,-0.786289112,0.102310173,-1.249125585,-1.558352751,-0.831556095,-0.666889089,0.808648652,1.440537591,0.562104289,-0.042685628,-0.900425857,-1.179013367,-0.587418226,-0.582781493,-0.4709,-1.6453,0.3959,-1.3997,0.2609,-1.0206,-0.4343,-0.9206,-1.0534,0.0094,-0.7265,-0.8094,-0.9457,-1.8128,0.0786,-1.2536,5.0000,4.2500,4.0000,5.0000,4.2500
2,163,1953,54,25000,1,1,2,1,1,1,1,1,1,1,1,1,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,7,7,-0.898396832,-1.271459913,-0.696293651,-2.1653,-2.6284,-1.3475,1.0648,-1.1112,-1.6084,-1.955158338,-1.587329059,1.2828,-1.2162,-2.4266,-1.0804,-1.2851,0.073617788,-0.249266163,-0.814644499,-0.008818033,-0.536012108,-0.119079442,0.849774067,2.547724707,2.421912824,2.061167515,1.212770342,2.739470816,2.345008553,2.231201134,-1.844501805,-2.446496676,-1.929167753,-1.643440609,-0.298148048,-3.1385,-2.3035,1.1142,-1.3997,-1.3003,-1.742,-1.2325,-1.1757,-1.0534,-0.6936,-0.944,-1.252,-1.1898,-2.6285,0.7253,-3.4535,4.0000,4.0000,4.0000,4.0000,4.0000
2,165,1962,45,49000,6,5,2,7,7,7,7,7,7,1,1,1,5,5,5,7,7,7,7,7,6,6,6,6,2,2,2,2,7,7,5,5,4,4,4,4,6,6,4,4,4,4,4,6,4,5,5,5,5,5,3,3,3,6,7,7,2,6,6,4,4,4,7,7,7,5,5,5,7,3,4,6,2,5,6,6,6,5,5,5,-0.982511865,0.49686146,-0.747601657,0.0564,1.013,-1.3475,-0.2378,-0.0891,-0.7871,0.432785856,0.075650499,-0.2261,-0.2853,0.5776,0.3979,1.0952,-0.673830609,-1.135125857,0.540343175,-0.765518812,-0.24448639,-0.430891254,-0.340827652,-1.181820622,-1.558352751,-0.579480811,-0.524651929,-0.69695688,-0.858344129,-0.44914635,-0.647633565,-0.457131906,-0.428858982,-0.344262638,-1.45566161,0.196,-0.027,-0.3225,-1.3997,-0.302,-0.9321,0.3661,-0.1615,-0.2155,-0.6936,-0.944,-0.2912,0.3383,1.0107,-0.568,0.9464,6.0000,5.0000,5.0000,4.0000,4.0000
2,166,1960,47,20000,7,7,1,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,4,4,6,7,4,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,4,7,4,4,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,7,7,7,2,7,7,1.339968134,-0.208459313,0.730793354,0.7938,-0.2008,1.0811,1.0648,0.9719,0.3552,0.730204588,0.907140278,-0.9806,0.6102,1.1785,1.1371,1.0952,0.607534095,-0.024533128,-0.345200153,0.495168686,0.580714981,0.764146154,1.707870604,0.351051981,1.363851594,0.592440544,0.97611229,0.026685574,0.835958514,0.164170284,1.578198849,0.421930001,1.295081771,0.663967536,0.260131345,0.863,0.7914,1.1142,1.07,1.0415,0.6878,-0.1786,1.4001,-0.2378,0.6885,1.3874,0.7295,1.1023,-0.2024,0.7253,0.9464,5.2500,7.0000,5.0000,6.0000,7.0000
2,167,1981,26,75000,7,6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,7,4,4,2,2,6,6,6,6,4,5,5,5,5,6,4,4,5,5,5,5,5,5,7,7,6,7,7,7,7,6,6,6,1,7,7,7,7,7,6,6,6,7,7,7,6,2,1,4,4,4,6,6,6,5,7,7,-0.321587229,0.357407161,-0.187365733,-0.2835,1.013,1.0811,1.0648,-0.9284,0.615,-0.164916388,0.907140278,0.4317,0.0216,0.5776,0.453,1.0952,-0.068645082,-0.088427915,0.457333328,-0.542589556,-0.887134002,-0.02133572,-1.355077931,0.393609906,0.700638463,-0.318739642,-0.833202947,-0.195728859,-0.22706991,-0.34017802,-1.544146719,0.801445814,1.295081771,-0.079648558,0.204158955,0.863,-0.3287,1.1142,1.07,-1.3448,0.3848,0.364,-0.243,-0.2224,-0.2133,-0.3262,-0.1378,0.5824,1.0107,0.7253,0.9464,6.0000,5.0000,5.0000,4.6667,4.7500
2,169,1972,35,85000,5,5,1,4,4,5,3,3,3,1,1,1,7,7,7,4,4,3,4,4,2,2,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,4,4,6,4,4,3,6,6,6,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,7,6,7,6,6,6,5,5,6,0,4,5,-1.469697523,-0.454488556,0.006508575,0.9711,-0.5923,-1.1131,-0.61,0.761,-1.414,-1.91766342,-1.587329059,1.2828,-0.9395,0.1756,-2.3264,-1.4331,-0.298731035,-0.668603417,-0.515909593,0.588406864,-1.099205377,-0.352777445,0.258446367,-1.341821269,-0.901941667,-0.787337049,0.794518935,-2.395848143,-1.869496646,-1.575795433,-0.812473083,-0.097355117,-0.081546229,-0.039923596,1.169603873,-0.4709,0.9878,-0.747,-1.1671,0.804,-1.3132,-0.4343,-0.4981,-1.0534,0.0094,-1.5037,-0.8823,-2.4734,-0.5998,0.7253,-1.9869,5.0000,4.7500,4.0000,5.0000,3.2500
2,171,1985,22,150000,6,6,2,6,6,7,6,5,6,6,6,6,7,6,7,5,4,6,5,6,4,4,5,5,3,2,2,2,6,6,4,5,6,6,6,3,5,6,3,5,5,5,5,4,6,5,7,7,7,6,7,7,7,7,7,7,2,4,4,6,6,5,6,6,7,5,6,7,7,7,7,6,5,6,7,7,7,5,3,3,-0.204342238,-0.155872051,0.643946332,0.7938,0.6215,0.0372,-1.5403,0.9719,0.6887,0.730204588,-1.111605261,-0.0709,-0.0967,1.1785,-0.6242,-0.3677,-1.198612871,-0.121664657,0.452666914,-0.827287706,0.14768192,-0.861799936,1.707870604,0.926180097,-0.234423934,-0.432915437,0.97611229,0.432229755,-0.349323621,-0.5453042,-2.150823557,-1.356340801,-0.697596739,-0.47421113,-0.648190974,0.196,0.7914,-1.7591,0.0142,1.0415,0.6878,-0.2208,-0.765,-0.2292,0.7125,-0.1669,-0.1819,-0.6628,0.6133,0.4944,-0.0135,5.2500,4.2500,5.0000,6.0000,5.0000
2,172,1976,31,60000,6,6,2,5,5,5,5,5,5,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,6,5,5,5,0,5,6,6,5,5,4,5,5,6,5,2,5,5,1.401008065,1.110530155,1.415509274,0.1665,-0.2008,1.0811,-0.2378,0.2051,0.8555,0.730204588,0.907140278,-0.2261,1.4589,0.1658,0.3979,0.3018,1.582514163,1.562796379,-0.209079142,0.406649132,1.100611938,0.292313319,-0.194844673,0.286930351,0.24613494,0.271156454,-0.283155869,0.170728901,0.216968696,0.164649963,-0.54746425,-0.197272755,-0.368103818,-0.41269794,0.437212971,0.196,0.1331,-0.3225,1.07,0.1298,0.6878,1.1622,1.4001,1.4397,1.4156,1.3874,1.5442,0.3383,-0.2024,0.0786,-0.5202,7.0000,7.0000,7.0000,7.0000,7.0000
2,173,1937,70,25000,5,4,1,3,3,3,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,6,6,6,6,6,5,6,6,4,3,6,4,5,6,4,4,6,6,6,4,4,3,4,6,6,4,2,6,6,5,6,6,5,5,6,5,5,5,5,4,4,4,4,5,4,3,3,3,6,6,-0.528714829,0.391595497,0.7316631,-0.0781,-1.4146,-0.0068,0.4135,-0.7002,-0.2993,-0.725123713,0.075650499,-0.2261,0.0656,-1.0119,0.3979,0.3018,-0.562489137,-0.906287316,0.389573601,-0.529700825,-1.617203597,-0.461589887,-0.449144934,-0.252994408,-0.336398252,-0.503177272,-0.886691483,-0.407721481,-0.311092285,-0.35085367,-1.012448443,-0.457062764,-0.272275785,-0.191045532,-0.893538013,-0.4709,-0.0995,0.3959,-0.0464,-0.8883,-0.1222,0.364,0.009,-0.5097,0.7125,-0.477,-0.0095,0.3383,-1.4155,0.7253,-2.7202,6.0000,5.2500,4.6667,6.0000,4.5000
2,175,1956,51,49,7,3,2,7,7,7,7,7,7,1,1,1,7,7,7,6,6,7,7,7,6,6,6,6,2,2,2,2,7,7,7,7,7,7,7,6,6,7,4,6,0,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,6,7,7,2,7,6,0.508839013,1.100878003,1.408293115,1.3538,1.013,1.0811,0.7857,0.761,0.8555,0.730204588,0.907140278,-0.2261,1.034,0.9654,0.3979,0.7399,1.094392293,1.137725133,-0.026514332,0.121100365,0.84032654,0.762181949,1.09938198,1.01878506,1.128653195,0.971056129,1.079674573,1.049580259,1.388539891,1.111547878,0.891022842,0.863503313,0.93872134,0.857543119,0.437212971,0.863,1.4134,0.8205,1.07,0.804,0.6878,1.1622,0.4346,0.6087,1.4156,0.4666,0.892,0.3383,1.0107,0.7253,0.9464,7.0000,5.7500,6.0000,7.0000,4.5000
2,178,1970,37,42000,6,5,1,4,3,3,6,6,6,4,4,4,7,7,7,3,3,3,4,3,2,2,2,3,4,4,4,4,4,4,2,2,4,4,4,5,5,6,4,4,4,5,4,6,5,4,7,7,7,5,7,7,7,7,7,7,2,6,4,6,7,7,6,6,2,6,6,4,7,1,1,6,4,3,4,7,7,4,6,7,-0.802420248,-1.904926923,-0.781947711,4.00E-04,-1.2264,0.8028,0.6926,-0.7283,0.522,0.730204588,-0.521107118,1.2828,-1.5332,0.5393,-2.3348,-1.9321,-0.506404072,-1.207828063,-1.15688868,1.817352375,-0.732289776,0.83996498,-1.097007061,0.26683103,0.410161596,-1.583803142,-0.962406815,-0.093165265,-0.042119638,-0.689829873,-1.115330737,0.403964527,0.553956986,-1.544280982,-1.879602771,0.196,-0.0926,0.6896,0.7768,-1.1703,0.6878,-2.0286,-0.243,-0.2447,-0.6936,-0.7351,-0.931,-2.4354,-1.2247,0.7253,0.2131,3.0000,5.0000,5.0000,4.0000,4.2500
2,179,1966,41,36000,7,6,1,5,5,5,6,6,6,1,1,1,7,7,7,7,6,6,6,6,4,4,5,6,4,4,2,2,4,6,6,6,6,6,6,6,7,7,6,6,5,4,6,6,6,6,7,7,6,5,6,7,6,6,7,7,2,6,0,6,6,6,5,0,5,6,6,6,4,4,2,5,4,6,6,7,7,4,6,6,0.113011075,-0.217591435,0.695284069,0.3718,-0.2008,0.2716,0.4135,-1.2561,0.2815,0.432785856,0.017756103,0.4317,0.0245,0.9654,-0.4003,0.4894,-0.611055288,-0.383035696,0.457975488,-0.801282682,-0.146849315,-0.373556878,-2.120409554,0.151228782,0.061763029,-0.278095646,-1.801139253,-0.133076064,-0.157977849,-0.391043812,-1.563779134,0.013094776,-0.083989261,-0.216201365,-0.596745904,0.863,0.3623,0.3959,0.2468,-1.5625,0.3848,-0.0569,1.0486,0.6087,0.7125,-0.025,0.5016,-0.3803,-0.2024,0.7253,0.2131,5.5000,6.5000,6.0000,6.0000,5.2500
2,180,1954,53,50000,7,6,2,7,7,7,6,5,6,1,1,1,6,7,7,7,7,7,7,0,7,7,7,7,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,5,7,0,7,7,7,7,7,7,7,7,5,7,6,7,7,7,1,7,7,7,7,7,5,5,5,7,7,7,6,5,4,7,5,5,7,6,5,3,6,6,0.664639161,1.158749323,1.425222604,0.833,1.013,1.0811,0.4135,-0.0783,0.8555,0.730204588,0.907140278,-0.8254,1.1415,0.5919,1.1371,0.0894,1.217887471,1.245268458,-0.790978013,1.244959212,0.90617893,-0.24152942,-0.324552552,0.676929465,0.716421368,0.650104468,-0.589695248,0.66407888,0.87463921,0.738161633,-0.39566025,0.477747717,0.463488977,0.467474205,1.206481263,0.863,0.7948,0.3959,1.07,-0.2388,0.6878,1.1622,1.4001,1.4397,1.4156,0.7011,1.3855,1.1023,1.0107,0.5548,-0.0135,7.0000,7.0000,7.0000,7.0000,4.7500
2,182,1973,34,60000,7,5,1,2,5,6,5,5,6,2,2,2,7,7,7,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,6,7,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,2,6,6,-0.131928533,-0.477463223,0.007640657,0.7938,-0.5501,0.2716,0.4135,0.2776,-0.4259,-0.164916388,0.075650499,1.5895,-0.3247,1.1785,-0.51,-0.4917,-0.68633233,-0.914490128,0.066198633,-0.752448131,-0.789290189,-0.862109664,0.451640393,-0.995972221,0.124456978,-0.763628641,-0.056621276,-0.923151189,-0.083177312,-0.774134561,-0.042685628,-0.559545451,-0.083989261,-0.42993414,-0.820874818,0.863,0.7914,0.3959,0.2468,0.2609,-0.5033,-0.4343,-0.3171,-0.2224,0.0094,-0.1669,-0.3199,-0.4642,-0.5654,0.7253,-0.2624,5.0000,5.0000,5.0000,5.0000,5.0000
2,183,1962,45,0,7,3,2,1,1,4,6,6,6,4,4,4,7,7,7,6,4,6,4,7,7,7,7,7,1,1,1,1,7,7,4,4,4,4,4,7,7,7,4,7,4,4,7,4,4,4,2,7,7,5,1,3,3,7,7,7,1,6,6,5,6,4,5,4,4,4,4,4,7,2,6,3,1,2,7,7,7,2,7,5,0.112044786,0.089565931,-0.834518023,-1.4708,-1.9822,-0.4755,0.5067,-0.1552,-0.3809,0.730204588,0.313512398,-0.9806,-0.0084,1.1785,1.1371,-0.1829,-0.447838957,-0.964800443,0.387386397,-0.377822879,0.201772766,-0.770592266,-0.331445355,-0.918368727,-1.019399375,-0.304836595,-0.312949448,0.25524174,0.359014841,-0.207132361,-0.443564455,-0.541756073,-0.615340853,-0.219339785,-1.132249576,0.863,-1.609,0.5267,-0.5115,-0.2773,-0.3842,-0.032,0.857,-1.0534,-0.6936,0.1083,-0.0777,1.1023,-2.0011,0.7253,0.2131,5.5000,6.2500,4.0000,4.0000,5.5000
2,184,1973,34,70000,7,4,2,6,6,6,7,7,7,1,1,1,5,5,5,7,7,7,7,7,7,7,7,7,1,2,1,1,7,7,6,6,5,5,5,7,7,7,4,6,6,6,4,5,6,5,7,7,7,5,7,7,6,7,7,7,1,0,4,5,5,5,4,4,4,4,4,4,6,4,4,4,4,4,5,5,5,3,7,7,0.230031804,0.800923747,-0.009653725,-0.2835,0.4061,-0.5379,1.0648,-0.2892,0.522,0.730204588,-0.307542524,-0.8068,0.5494,-0.0232,1.1371,1.0952,-0.845250119,0.181064178,-0.169509421,0.409365442,0.543470095,0.683009053,-0.591376712,-0.060417983,-0.49570123,-0.244833233,-0.5710378,-0.208630241,-0.321192861,-0.379054748,-0.493889767,0.665591423,-0.854329404,0.587155,0.57564437,0.863,-0.3287,1.1142,-0.5764,-0.4764,0.6878,0.7641,0.857,0.0426,0.0094,0.2274,0.5087,1.1023,0.4041,-0.568,0.9464,6.5000,6.2500,5.3333,5.0000,5.5000
2,185,1964,43,90000,6,6,2,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,7,7,1,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,4,7,7,7,7,7,7,1,5,5,4,4,4,4,4,4,6,6,6,5,4,4,4,6,6,7,7,7,2,5,5,-0.942418411,-0.788967978,-0.729443161,0.4819,-0.6195,-1.3475,-0.2378,-0.7002,0.3552,0.730204588,-0.280115482,-0.9806,-0.9747,1.1785,0.5712,-1.2851,-0.755401869,-0.817146412,1.531742013,-1.349015626,-0.390163642,-0.371642122,-1.317539932,0.351051981,-2.354485361,-1.706451371,-1.287698897,-0.048142362,-1.471850258,-1.090742661,-0.855701101,-0.276420164,-0.428858982,-0.31721339,-0.045667887,0.196,0.5225,-0.3225,-1.3997,-0.8883,0.6878,-0.8323,-1.1757,-1.0534,-0.6936,-0.944,-1.1377,0.6282,-0.6182,-0.568,-1.0046,4.5000,4.0000,4.0000,4.0000,4.0000
2,186,1957,50,29000,4,5,2,4,5,6,4,5,6,4,4,4,7,0,7,4,5,4,4,4,4,5,5,6,2,2,2,1,4,4,5,5,4,4,4,5,6,6,5,5,6,6,5,4,4,5,7,0,6,4,6,6,6,6,6,6,1,6,5,5,5,5,7,6,6,7,7,7,5,4,4,6,2,5,4,5,5,4,7,7,0.298832507,-0.926561973,-0.628367093,0.0564,-0.1736,-0.5379,1.0648,-0.7002,-1.5197,-0.164916388,0.01513359,-0.45,-0.4557,-0.2363,-0.2861,-1.1173,-0.735972983,-1.325907284,0.704792146,-0.760634344,-0.752277369,-0.896360758,-0.75663542,-0.816754038,-0.385890729,-0.413548368,-0.983004871,-1.047597213,-0.5360938,-0.494513975,-1.169195786,-2.316923726,-0.854329404,-0.682652231,-1.387070267,-1.1378,-0.027,1.1142,-0.5764,-0.8883,0.1192,-0.8345,0.19,-0.7592,-0.6936,0.2595,-0.4053,-0.1817,-0.184,0.4697,-0.5114,4.5000,5.5000,4.3333,4.0000,5.5000
2,187,1978,29,69000,6,5,2,7,7,7,7,7,7,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,6,1,1,1,7,7,4,4,7,4,7,1,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,5,5,7,7,7,1,7,7,7,7,7,4,4,4,7,7,7,7,7,7,4,5,3,6,6,6,5,7,7,1.245607588,0.156010138,0.583216867,-0.3115,1.013,1.0811,1.0648,0.9719,0.3137,0.730204588,0.907140278,-0.2046,0.7478,0.5776,1.1371,1.0952,0.765607923,-0.022670466,0.106871932,0.689354977,0.665006039,0.947772226,0.941335514,0.055062571,0.700638463,0.298237341,-0.080571457,-0.243082041,-0.254698979,-0.411756615,1.578198849,0.361306805,1.295081771,0.837806432,0.181631402,0.196,-0.3616,1.1142,1.07,1.0415,0.0446,-0.032,0.3771,1.4397,0.6885,1.3874,1.0056,1.1023,1.0107,0.7253,0.9464,5.5000,5.5000,7.0000,6.0000,7.0000
