SURVEY,CASE,YOB,age,HHINC,FAML1,IEXP,GEN,PINT1,PINT2,PINT3,WINT1,WINT2,WINT3,MINT1,MINT2,MINT3,RINT1,RINT2,RINT3,UATT1,UATT2,UATT3,UATT4,UATT5,TRST1,TRST2,TRST3,TRST4,PRSK1,PRSK2,PRSK3,PRSK4,ASEC1,ASEC2,ASEC3,ASEC4,NSEC1,NSEC2,NSEC3,CSEC1,CSEC2,CSEC3,CSEC4,PSEC1,PSEC2,PSEC3,PSEC4,DSEC1,DSEC2,DSEC3,PREP1,PREP2,PREP3,PREP4,PSZE1,PSZE2,PSZE3,PEOU1,PEOU2,PEOU3,PUSE1,PUSE2,PUSE3,PINV1,PINV2,PINV3,PTPS1,PTPS2,PTPS3,GPSS1,GPSS2,GPSS3,PPSS1,PPSS2,PPSS3,PINN1,PINN2,PINN3,SEFF1,SEFF2,SEFF3,PIPC1,PIPC2,PIPC3,PSEC_FS,ASEC_FS,NSEC_FS,PINN_FS,PINT_FS,PINV_FS,PIPC_FS,PPSS_FS,PREP_FS,PEOU_PS,PUSE_FS,RISK_FS,SEC_FS,SEFF_FS,TRUST_FS,UATT_FS,SECPUSE,SECPREP,SECRISK,SECTRUST,SECPEOU,SECUATT,SEFFPPSS,SEFFPREP,SEFFPINV,SEFFSEC,PINNPPSS,PINNPREP,PINNPINV,PINNSEC,PIPCPPSS,PIPCPREP,PIPCPINV,PIPCSEC,PREPTRUST,fs_FAML,fs_INN,fs_IPC,fs_PINV,fs_PPSS,fs_REP,fs_ASEC,fs_CSEC,fs_DSEC,fs_NSEC,fs_PSEC,fs_SEC,fs_TRUST,fs_PINT,fs_RINT,fs_WOM,ms_ASEC,ms_CSEC,ms_DSEC,ms_NSEC,ms_PSEC
1,1,1958,49,29999,7,5,1,7,7,7,5,5,5,2,2,2,6,6,6,7,7,7,7,7,6,5,7,7,1,1,1,1,7,7,7,7,7,7,7,5,7,7,4,4,5,5,5,5,5,5,7,7,7,1,7,7,7,7,7,7,1,7,7,7,7,1,1,1,1,1,1,1,7,4,7,4,1,4,7,6,6,1,1,1,-0.328440596,1.146641255,1.422856931,-0.8155,1.013,-0.3252,-2.8429,0.3391,-0.145,0.730204588,0.907140278,-0.9806,0.6689,0.7907,0.7399,1.0952,0.674968206,-0.76267871,-0.41471653,0.20065281,0.616673448,0.842480823,0.313619989,-0.478504109,-0.671932361,0.389506203,-0.485293799,-0.162685235,-0.085627941,-0.689556122,-2.58235501,-0.449127449,-0.065975942,-2.621272721,-0.701987643,0.863,-0.9179,-3.1958,-0.3254,0.3289,0.6878,1.1622,0.516,-0.2224,1.4156,-0.3262,0.5622,0.6666,1.0107,0.0786,-0.5202,7.0000,5.7500,5.0000,7.0000,4.7500
1,2,1938,69,100000,6,5,1,7,7,7,7,7,7,1,1,3,7,7,7,7,7,7,7,7,7,6,6,7,1,1,1,2,6,6,6,7,6,6,6,5,5,6,5,5,6,5,5,6,6,6,7,7,6,7,7,7,7,7,7,7,1,6,7,6,6,6,5,5,5,6,6,5,6,5,5,4,2,4,2,3,3,4,5,6,0.083903269,0.504029472,0.74595605,-0.6381,1.013,0.2716,0.0413,-0.0058,0.615,0.730204588,0.611891206,-0.7567,0.4169,-1.438,0.7906,1.0952,0.088446798,0.211961751,-0.009609973,-0.019494078,0.462303196,0.506188889,-0.840701919,-0.966468648,-0.645316455,-0.972257935,-0.447113119,-0.372926033,-0.336985107,-0.481030871,-0.492635069,-0.013178504,-0.257925724,-0.202208604,0.474298643,0.196,-0.7215,-0.0287,0.2468,-0.1077,0.3848,0.5753,-0.062,0.6087,0.7125,0.0506,0.3863,0.6592,1.0107,0.7253,0.9464,6.2500,5.2500,6.0000,6.0000,5.2500
1,3,1966,41,65000,7,7,2,7,7,7,4,4,4,1,1,2,4,4,4,6,6,6,6,6,6,6,6,6,4,4,3,3,7,7,4,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,6,6,6,6,6,6,6,6,1,7,7,6,6,4,5,5,5,6,6,6,6,4,6,6,6,6,5,5,5,3,4,4,0.3572668,0.488611059,0.645026858,0.9711,1.013,-0.1972,-0.889,-0.1443,0.2148,-0.164916388,0.907140278,0.8573,0.5232,-0.0232,0.3979,0.3018,0.507589161,-0.263014097,0.815838471,-0.22217643,-1.028856371,-0.213986279,-0.503328539,-0.221028928,-0.383487627,-0.251351701,-0.712575369,-0.126401144,-0.66716131,0.151568334,-0.871706884,-0.556324419,-0.399118611,-0.840933358,-0.301107219,0.863,0.9878,-1.0408,-0.2184,-0.2141,0.0922,0.3907,0.5415,0.3437,0.7125,0.4189,0.5506,0.3383,1.0107,-1.2147,-1.2536,6.0000,6.0000,5.6667,6.0000,5.7500
1,4,1934,73,62000,5,6,2,5,5,5,6,6,6,1,1,4,7,6,7,5,5,4,5,4,4,6,6,6,5,5,5,3,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4,6,6,6,4,6,6,6,6,6,6,2,6,6,6,6,5,5,4,5,6,6,6,6,5,6,4,3,4,4,4,4,4,6,6,-0.131928533,-0.477463223,0.007640657,-0.4608,-0.2008,0.0372,0.4135,0.0666,-0.2993,-0.164916388,0.075650499,1.5895,-0.3247,-0.6241,0.0604,-0.7833,-0.68633233,-0.846026176,0.066198633,-0.777295281,-0.789290189,-0.93168636,-0.597715927,-0.345881806,-0.342218816,-0.311632532,-0.43409978,-0.249057896,-0.277626316,-0.239052461,-0.251951279,-0.457062764,-0.242517857,-0.42993414,-0.855021434,-0.4709,-0.5251,0.3959,0.0142,0.0234,-0.1222,-0.4343,-0.062,-0.7815,0.0094,-0.1669,-0.3853,0.2615,-0.2024,0.4944,0.2131,5.0000,5.2500,4.3333,5.0000,5.0000
1,5,1962,45,17000,7,4,2,6,5,5,5,5,5,1,2,3,7,7,7,7,7,6,7,6,7,7,7,7,1,1,1,1,7,7,4,7,7,7,7,7,7,7,4,5,6,6,6,7,6,6,7,7,7,7,7,4,4,7,7,7,1,7,4,6,6,4,3,3,3,5,5,5,7,3,6,4,5,5,5,3,3,2,6,5,0.35899268,0.682432846,1.37811411,0.0992,-0.0126,-0.1972,0.1344,0.0558,0.8555,0.730204588,0.012003853,-0.9806,0.728,-0.7988,1.1371,0.8036,-0.436138025,0.831601808,-0.484706613,0.661412473,0.652876948,0.544805272,-0.660601318,-0.595944902,-0.24806761,-0.82239311,-0.414261928,0.120912766,-0.412961008,-0.152561874,-0.406491551,0.188482841,-0.400633355,-0.042047801,1.206481263,0.863,0.0969,0.1021,-0.2184,-0.0397,0.6878,0.602,0.857,0.8806,1.4156,0.4509,0.9895,1.1023,-0.0117,0.7253,-0.5202,6.2500,6.2500,6.3333,7.0000,5.7500
1,7,1936,71,50000,5,5,1,4,4,5,5,5,6,1,1,1,2,2,2,5,5,5,5,5,4,5,5,6,3,3,3,3,4,2,4,5,5,5,5,5,6,6,4,4,5,5,6,4,5,6,6,6,6,4,6,6,5,6,6,6,3,5,5,5,5,5,5,5,5,6,6,6,6,6,6,2,2,2,3,4,3,2,6,4,-0.098139645,-1.545537875,0.095831249,-1.538,-0.5923,-0.5379,-0.1446,0.2776,-0.2993,-0.164916388,-0.75583928,0.5283,-0.8882,-1.0359,-0.2861,-0.4917,-0.616448297,-0.759023481,0.169390304,-0.755460597,-0.630078556,-0.719877644,-0.835690009,-0.247245833,0.026143416,0.222084601,-0.666889089,0.197538429,0.47196168,0.968786288,-0.454078762,-0.390994994,-0.440496779,-0.38560617,-0.815477746,-0.4709,-1.6453,-0.1916,-0.5764,0.2609,-0.1222,-1.4007,0.009,-0.2001,0.0094,-0.1348,-0.4307,-0.1817,-0.5998,-2.508,-0.2624,3.7500,5.2500,5.0000,5.0000,5.0000
1,8,1957,50,60000,5,5,1,5,5,7,5,4,7,5,5,7,7,7,7,5,4,4,5,5,1,4,4,5,2,2,2,2,6,6,5,6,7,2,7,2,4,6,1,1,5,4,3,4,4,4,7,7,7,5,7,7,7,7,7,7,1,6,5,6,6,6,3,3,3,2,2,2,7,3,4,5,4,6,6,6,5,5,5,5,-1.530376221,0.28347881,0.274788776,0.3718,0.23,0.2716,-0.2378,-0.0891,0.522,0.730204588,0.01513359,-0.2261,-0.5246,0.3788,-1.3628,-0.8074,-0.753665515,-0.535189671,0.643162095,-0.497675759,-0.114441219,-0.823871869,-0.383499081,0.173455978,-0.110814497,-0.693200679,-0.557764093,0.057886837,-0.157977849,-0.710423398,-0.647633565,-0.250032421,-0.388354706,-0.334873481,-1.192226919,-0.4709,0.3623,-0.3225,0.2468,-0.302,0.6878,0.1772,-1.5496,-1.0534,0.2037,-1.396,-0.8139,-1.0225,0.2159,0.7253,-0.2312,5.7500,3.2500,4.0000,5.3333,3.2500
1,9,1964,43,38000,5,6,2,7,7,7,6,6,6,4,4,4,7,7,7,6,5,6,6,6,6,6,6,6,2,2,2,2,6,6,4,5,4,4,4,5,5,5,5,5,5,5,5,6,4,4,7,7,7,7,7,7,7,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,4,4,5,-0.199307498,-0.141954705,-0.727079503,-0.2835,1.013,0.2716,-0.61,0.1327,0.8555,-0.164916388,0.313512398,-0.2261,-0.2682,0.5776,0.3979,0.134,-0.592070687,-0.164999686,0.532995898,-0.754026969,-0.805253733,-0.691724649,-0.07279392,0.663841018,-0.052327603,-0.56495271,-0.397997319,-0.162365609,-0.274131386,-0.318831913,-0.79254362,-0.583028352,-0.562291169,-0.316120533,0.437212971,-0.4709,-0.3287,-0.747,0.2468,-0.0013,0.6878,-0.2208,-0.3171,-0.5097,-0.6936,-0.1669,-0.4122,0.3383,1.0107,0.7253,0.2131,5.2500,5.0000,4.6667,4.0000,5.0000
1,10,1937,70,50000,6,5,1,1,1,1,4,4,4,1,1,1,7,7,7,3,2,2,2,2,4,4,4,0,4,4,4,4,5,6,2,2,2,2,3,2,2,4,2,2,2,2,2,1,2,2,6,4,0,5,6,6,6,4,4,3,7,1,2,4,4,4,4,4,4,6,6,6,5,4,1,4,1,2,6,5,4,1,5,3,-2.58075612,-1.183319062,-1.999397609,-1.2262,-2.6284,-1.3475,-0.7959,-0.9175,-2.0423,-2.235262001,-3.783419588,1.2828,-2.1294,-0.009,-1.976,-2.6844,4.685089798,1.635610038,-1.800566854,2.382763292,1.61286156,3.027391844,-0.981877175,-1.4292425,-0.781166217,-0.940496661,0.051169368,1.469598512,0.990969527,1.921609113,-0.674095303,0.383131654,0.213949497,0.810032129,1.506514729,0.196,-1.3764,-0.9099,-1.3997,-1.2816,-0.6621,-1.4387,-2.3827,-2.9874,-1.8619,-2.4983,-2.5913,-0.7103,-2.6285,0.7253,-1.2536,3.7500,2.5000,1.6667,2.3333,2.0000
1,11,1975,32,27000,7,3,2,5,5,5,5,5,5,1,1,1,6,6,6,5,4,5,4,5,4,4,5,5,3,2,2,2,6,6,6,6,5,5,5,6,6,6,4,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,4,5,5,5,2,0.45555526,0.320961976,0.024778916,0.5211,-0.2008,0.2716,-1.0749,0.2776,0.2148,-0.164916388,0.313512398,-0.0709,0.3946,-0.2122,-0.6242,-0.8058,-0.224107676,-0.309271906,0.316986873,-0.999273374,-0.992521649,-1.34454428,-0.35683612,-0.272923797,-0.284686501,-0.371903494,-0.127991047,-0.171180654,-0.131514057,-0.132062521,-1.13983227,-0.629888803,-0.779548186,-0.860966781,-0.709923509,0.863,0.5259,-1.2037,0.2468,0.2609,0.0922,0.364,0.1795,0.6087,0.0094,0.4189,0.3894,-0.6628,-0.2024,0.0786,-0.5202,6.0000,5.5000,6.0000,5.0000,5.7500
1,13,1960,47,52000,6,4,2,5,5,5,7,7,7,1,1,2,7,7,7,7,7,5,7,7,6,7,7,6,4,2,2,1,7,7,7,7,6,6,6,6,7,7,4,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,5,4,7,7,7,7,7,7,7,7,7,6,4,3,5,4,4,2,7,2,1.403525435,1.117488828,0.729996356,4.00E-04,-0.2008,-0.7723,-0.3305,0.9719,0.8555,0.730204588,0.907140278,-0.1396,1.3727,-0.411,0.7444,0.7993,1.483488262,1.476561638,-0.057666065,0.921774734,1.04780751,1.208832803,-0.319767148,-0.24100086,-0.282169873,-0.601011194,0.217609725,0.047780016,-0.580861287,-0.078887837,-0.419077633,-0.293348907,-0.361020493,-0.554251068,0.797807483,0.196,-0.0926,-0.3545,-0.809,1.0415,0.6878,1.1622,0.6865,1.1747,0.7125,1.3874,1.2441,0.7814,-0.2024,0.7253,0.9464,7.0000,6.0000,6.6667,6.0000,7.0000
1,15,1930,77,34000,6,7,1,7,4,5,6,7,7,4,3,5,7,7,7,7,5,6,6,5,4,6,6,6,3,3,2,3,5,4,6,7,4,4,5,6,6,7,4,6,6,4,5,4,5,6,7,6,7,6,7,7,7,6,7,5,1,5,6,7,7,6,5,5,6,6,5,6,7,5,6,5,4,5,6,7,6,4,3,5,0.15653298,-0.240975244,-0.356935216,0.1665,-0.0276,0.8468,-0.9822,0.4776,0.4552,-0.12742147,0.018263326,0.3267,-0.107,0.7666,0.0604,0.1779,-0.644922922,-0.307358067,0.434143825,-0.70446645,-0.809239094,-0.6115183,0.491673951,0.311385565,0.647018065,-0.434243591,-0.04876616,-0.06493753,0.097912321,-0.424663872,-1.152284104,-0.734128046,-1.150016999,-0.413629606,-0.240205868,0.196,0.1331,-1.1716,0.8374,0.4353,0.3952,-0.0146,0.4346,-0.2001,-0.4557,0.001,0.003,0.2615,-0.0276,0.7253,0.6974,5.5000,5.7500,5.0000,4.3333,5.2500
1,17,1943,64,45000,7,5,2,7,7,7,7,7,7,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,6,5,6,7,7,7,6,7,7,5,7,6,7,6,6,5,5,7,7,7,7,7,6,6,7,7,7,1,7,7,7,7,7,6,5,5,5,5,6,7,7,6,3,2,5,6,6,5,4,6,7,0.970072515,0.382243145,1.37210285,-0.6774,1.013,1.0811,0.6926,0.8995,0.8555,0.730204588,0.907140278,-0.9806,0.8478,0.3788,1.1371,1.0952,0.880487158,0.95145009,-0.626581602,0.830478735,0.726264076,1.081221406,0.614638781,0.481884144,0.481222969,0.199952448,-0.431553658,-0.453934336,-0.615751704,-0.694885222,0.953408279,0.767012593,0.819849408,0.577580678,1.206481263,0.863,-0.725,0.6896,1.07,0.9104,0.6878,0.3877,0.8676,0.0495,1.4156,0.9785,0.827,1.1023,1.0107,0.5548,0.9464,6.0000,6.2500,5.3333,7.0000,6.5000
1,19,1957,50,65000,7,5,1,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,6,7,7,7,1,1,1,1,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,5,6,7,7,7,1,7,7,7,7,6,4,4,4,5,5,5,7,7,7,7,6,7,7,7,7,1,6,6,1.408560175,1.131406175,-0.64102948,1.421,1.013,0.8468,0.4135,0.9719,0.3552,0.730204588,0.907140278,-0.9806,1.2012,1.1785,0.9683,1.0952,1.286470374,0.27102776,-1.04510098,1.078991259,0.942749977,1.552830809,1.707870604,0.351051981,1.005123789,1.44968398,1.575725106,0.177157139,1.04186393,1.446868746,0.645907462,0.072754918,0.305028012,0.504014431,0.168915741,0.863,1.4497,0.3959,0.8374,1.0415,0.6878,1.1622,1.4001,1.4397,-0.6936,1.3874,1.2221,1.0639,1.0107,0.7253,0.9464,7.0000,7.0000,7.0000,4.0000,7.0000
1,20,1957,50,45000,7,4,2,6,6,6,6,6,6,1,1,1,7,7,7,6,6,6,6,6,6,6,6,7,1,1,1,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,4,4,6,6,6,6,1,7,6,6,6,5,6,6,6,6,6,6,7,7,7,6,4,5,6,6,6,3,3,5,1.37513331,0.956588066,1.399451541,0.4111,0.4061,0.0372,-0.9822,0.9719,0.0342,-0.164916388,0.608761469,-0.9806,1.3593,0.5776,0.6218,0.3018,0.88672795,-0.364063382,-1.232333333,0.707008499,-1.265088575,0.238420576,0.941335514,-0.258989802,-0.270357555,0.817765606,0.610245222,-0.332625167,-0.327453257,0.434751742,-1.351941593,-0.487337803,-0.567604149,-1.562674964,-0.460105853,0.863,0.3658,-1.1716,0.0142,1.0415,-0.1222,0.9755,1.4001,1.4397,1.4156,1.3874,1.514,0.6208,0.4041,0.7253,0.2131,6.7500,7.0000,7.0000,7.0000,7.0000
1,22,1962,45,25000,7,7,2,7,7,7,7,7,7,2,2,4,6,6,6,7,7,7,7,7,6,6,6,7,1,1,1,1,7,7,6,6,6,6,6,6,7,7,6,6,7,5,5,4,4,5,7,7,7,7,6,7,7,7,7,7,1,7,7,7,7,7,7,5,5,6,6,6,7,7,7,4,2,4,6,5,7,3,4,5,0.40948641,0.806481493,0.672244011,-0.6381,1.013,1.0811,-0.61,0.9719,0.8555,0.730204588,0.907140278,-0.9806,0.7265,0.5875,0.6218,1.0952,0.741138646,0.830101203,-0.482930214,0.1400592,0.651958078,0.919347551,0.9539644,0.67290225,0.71156509,0.288065423,-0.392806065,-0.424844083,-0.576972332,-0.613619568,-0.819162759,-0.583028352,-0.843336181,-0.725375849,0.670220507,0.863,-0.7215,-0.747,1.07,1.0415,0.6878,0.7641,1.0486,-0.7592,0.7125,0.4274,0.5157,0.6208,1.0107,0.0786,0.9464,6.5000,6.5000,4.3333,6.0000,5.7500
1,24,1958,49,32000,4,2,1,4,3,5,4,5,5,4,4,4,4,4,4,5,4,5,5,4,5,5,4,6,4,4,3,4,7,7,7,7,7,7,7,6,7,6,7,6,6,6,4,7,6,7,6,6,6,6,7,5,6,7,7,7,4,5,4,4,4,4,4,4,4,4,4,4,6,5,5,4,4,4,5,4,5,0,7,7,0.27294677,1.10785197,1.409512633,-0.2835,-0.7956,-1.3475,1.0648,-0.0058,0.0342,0.730204588,-1.292079988,1.0811,0.9275,-0.2122,-0.3496,-0.8031,-2.363330057,-0.441400069,1.301325393,-0.853929348,0.775086731,-1.642411331,-0.47548092,-0.333212066,-0.51194647,-0.340037935,-0.454802502,-0.276300068,-0.36826015,-0.406904862,-0.028240798,-0.046986766,-1.929167753,1.064832956,-0.673208479,-1.1378,-0.3287,1.1142,-1.3997,-0.1077,-0.1222,1.1622,0.9745,1.1747,1.4156,0.2274,1.0873,-0.3878,-0.8064,-1.2147,-0.7692,7.0000,6.5000,6.6667,7.0000,5.5000
1,25,1960,47,60000,4,5,2,6,5,5,6,6,6,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,6,6,6,5,6,5,5,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,5,5,5,4,3,5,5,5,5,4,4,3,-0.898396832,-1.271459913,-0.696293651,-0.2555,-0.0126,-0.7723,-1.1681,-0.4168,-0.1326,-0.164916388,-1.231563079,-0.2261,-1.2162,-0.0232,-0.3412,-0.4917,-0.149476829,-0.766844713,0.940318657,-0.700015066,-0.537405236,-0.637087755,-0.668912577,-0.402657321,-0.572903662,-0.684108347,-0.635487565,-0.306380239,-0.359086182,-0.285907959,-0.79896216,-0.39854235,0.121923006,0.6462036,-0.740298299,-1.1378,-0.2959,-1.3345,-0.809,-0.5197,-0.1222,-1.2325,-0.6686,-1.0534,-0.6936,-0.944,-1.0903,-0.4257,-0.0117,-1.2147,0.2131,4.0000,4.5000,4.0000,4.0000,4.0000
1,26,1945,62,35000,5,6,1,5,5,5,4,4,4,2,2,2,4,4,4,4,4,5,4,4,5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,4,6,6,6,5,5,5,3,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,-0.131928533,-0.477463223,0.007640657,-0.2835,-0.2008,-0.5379,-0.2378,-0.4168,-0.2993,-1.060037363,-0.75583928,0.5283,-0.3247,-0.6241,-0.9116,-1.1371,-0.906192788,-0.846026176,0.352547324,-0.734954065,-1.586593975,-1.016104176,-0.600977837,-0.345881806,-0.186057261,-0.311632532,-0.623372395,-0.322564699,-0.321192861,-0.314670232,-0.759208972,-0.379961996,-0.408605593,-0.342716742,-0.744093686,-0.4709,-0.3287,-0.3225,-0.5764,-0.5197,-0.1222,-0.4343,-0.3171,-0.2224,0.0094,-0.1669,-0.3199,-1.1514,-0.2024,-1.2147,-1.2536,5.0000,5.0000,5.0000,5.0000,5.0000
1,27,1957,50,135000,7,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,4,4,4,4,4,4,7,4,4,5,4,4,7,7,7,4,4,4,1.401008065,1.110530155,1.415509274,-0.0389,1.013,1.0811,-0.889,0.1218,0.8555,0.730204588,0.907140278,-0.9806,1.4589,1.1785,1.1371,1.0952,1.582514163,1.562796379,-1.350286163,1.692886019,1.100611938,1.896729346,0.169743998,1.213830381,1.363851594,1.82347693,-0.376561017,0.018689762,0.014289741,-0.114099163,-0.954389386,-0.872189586,-1.199568931,-1.486974254,1.206481263,0.863,-0.0961,-1.0408,1.07,-0.0644,0.6878,1.1622,0.857,0.6241,1.4156,1.3874,1.2473,1.1023,1.0107,0.7253,0.9464,7.0000,6.2500,6.0000,7.0000,7.0000
1,28,1960,47,43000,7,2,1,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,2,7,7,0.803007337,1.204570605,1.458134511,1.393,1.013,1.0811,1.0648,0.9719,0.8555,0.730204588,0.907140278,-0.9806,1.236,-0.0232,1.1371,1.0952,1.326448348,1.339806544,-1.086313414,1.378321163,0.964067774,1.599271123,0.174927989,0.113943182,0.037535702,-0.07400955,1.548956677,1.078596492,1.427220587,1.471864338,1.578198849,1.152768189,1.295081771,1.454580773,1.206481263,0.863,1.4168,1.1142,1.07,1.0415,0.6878,1.1622,1.4001,1.4397,1.4156,0.9094,1.433,1.1023,1.0107,0.7253,0.9464,7.0000,7.0000,7.0000,7.0000,6.2500
1,29,1935,72,20000,6,4,1,6,6,6,6,5,5,2,2,2,4,4,4,6,6,6,6,6,4,4,4,6,3,3,3,3,6,6,5,5,5,0,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,4,4,4,4,6,6,6,6,6,6,4,4,4,6,6,6,4,6,6,0.389389769,0.034259943,-0.030741911,-0.2835,0.4061,-0.1972,0.4135,0.2776,0.0342,-0.164916388,0.075650499,0.5283,0.1971,0.5776,-0.6326,0.3018,-0.520763849,-0.572216918,0.5221504,-0.934153254,-0.936719879,-0.390436315,0.102310173,-0.258989802,-0.488387506,-0.169635455,-0.338567204,-0.276300068,-0.301385764,-0.353105011,-0.042685628,-0.187094548,-0.401046454,-0.110559106,-0.735292114,0.196,-0.3287,0.3959,-0.2184,0.2609,-0.1222,-0.0341,0.5415,0.6087,-0.0147,0.4509,0.3721,-0.6248,0.4041,-1.2147,-0.2713,5.5000,6.0000,6.0000,3.3333,5.7500
1,30,1960,47,73000,7,5,1,6,6,6,5,6,6,1,1,2,5,6,6,7,6,0,6,6,6,6,6,6,2,2,1,1,7,7,2,7,6,6,6,7,6,6,6,7,6,6,5,6,6,6,5,6,7,5,5,6,7,7,7,7,1,6,6,6,6,5,3,2,2,3,3,3,6,6,7,5,4,5,6,7,6,5,5,5,0.526925815,0.316283545,0.63078577,0.1665,0.4061,0.0372,-0.2378,0.35,-0.0727,0.730204588,0.313512398,-0.6516,0.5054,0.7666,0.3979,-0.3985,-0.162595452,-0.663547544,-0.03918877,-0.234138698,0.516516559,-0.972030571,0.313359606,-0.381547634,-0.259055417,0.20179291,-0.158520754,-0.375725211,-0.313474969,-0.194192071,-0.498128648,-0.3441139,-0.394218582,-0.375286485,-0.632412127,0.863,0.1331,-0.3225,0.0142,0.392,-0.0336,0.2285,0.712,0.6087,0.7125,0.5782,0.6838,0.3383,0.4041,-0.0919,-0.0359,5.7500,6.2500,6.0000,6.0000,6.0000
1,32,1944,63,50000,7,5,1,5,6,6,7,7,7,1,1,1,4,4,6,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,6,6,7,7,7,7,7,6,7,4,4,3,3,2,2,4,6,5,1.401008065,1.110530155,1.415509274,-0.4888,0.2178,0.8468,0.1344,0.761,0.8555,0.730204588,0.907140278,-0.9806,1.4589,-1.6127,1.1371,1.0952,1.582514163,1.562796379,-1.350286163,1.692886019,1.100611938,1.896729346,-1.645637144,-1.340888058,-1.421544566,-2.455023035,-0.293274939,-0.314330726,-0.395169776,-0.724660174,0.096090625,0.188482841,0.01406071,0.201315641,1.206481263,0.863,-0.558,0.1021,0.8374,0.804,0.6878,1.1622,1.4001,1.4397,1.4156,1.3874,1.5442,1.1023,0.2134,-0.7242,0.9464,7.0000,7.0000,7.0000,7.0000,7.0000
1,36,1986,21,85000,6,4,2,6,6,3,5,5,2,1,1,1,5,3,1,5,3,6,3,5,7,5,7,5,1,1,1,2,6,7,2,1,7,3,2,6,3,5,1,7,7,7,3,2,5,6,7,5,4,7,7,5,7,7,7,6,2,6,4,6,7,3,1,1,1,3,1,3,7,1,6,5,3,4,7,7,7,3,5,4,0.428165316,-0.889264137,-0.934308015,-0.2162,-0.2401,-0.1348,-0.5168,-0.3661,-0.3329,0.450100925,-0.521107118,-0.7567,-0.4147,1.1785,0.4609,-0.972,-0.81897454,-0.847276976,0.786618218,-0.860894812,-0.271403751,-0.910767048,-0.713036816,-0.835591667,-0.497766582,-0.894173327,-0.628285574,-0.357389029,-0.313179678,-0.342801199,-0.76801403,-0.342875147,-0.415518076,-0.276713842,-0.941564035,0.196,-0.2925,-0.6162,-0.1534,-0.5148,-0.8062,-1.2498,-1.3746,-0.7438,-0.7435,0.6218,-0.8865,0.1401,-0.2233,-2.0108,-1.2936,4.0000,3.7500,4.3333,4.0000,6.0000
1,37,1958,49,140000,4,4,1,7,7,7,7,7,7,1,4,1,4,7,7,7,7,7,7,7,4,4,4,6,7,6,5,5,7,7,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,7,7,7,7,0,7,7,7,7,7,1,7,4,5,5,5,4,4,4,4,4,4,7,4,4,4,4,7,7,7,4,4,4,4,-1.628462298,0.270056341,-0.753116942,0.3325,1.013,-0.5379,-0.889,0.1218,0.8555,0.730204588,0.012003853,2.5214,-0.7139,0.582,-0.6326,1.0952,-0.801884504,-0.610879315,-1.087161275,-0.607593988,-0.230402682,-1.002854439,-0.084093603,0.667868232,-0.807560991,-0.94643364,-0.337224063,0.293603764,-0.710657346,-0.788471356,-0.954389386,-0.872189586,-0.185777906,0.013204926,-0.635204474,-1.1378,0.3589,-1.0408,-0.5764,-0.0644,0.6878,-0.032,-1.1757,-1.0534,-0.6936,-1.4221,-1.0202,-0.6248,1.0107,0.2138,0.9464,5.5000,4.0000,4.0000,4.0000,3.2500
